service_type,min_day_of_week_AVAILABLE,min_day_of_week_OTW_DROPOFF,min_day_of_week_OTW_PICKUP,min_day_of_week_UNAVAILABLE,days_diff_AVAILABLE,days_diff_OTW_DROPOFF,days_diff_OTW_PICKUP,days_diff_UNAVAILABLE,max_distance_AVAILABLE,max_distance_OTW_DROPOFF,max_distance_OTW_PICKUP,max_distance_UNAVAILABLE,total_distance_AVAILABLE,total_distance_OTW_DROPOFF,total_distance_OTW_PICKUP,total_distance_UNAVAILABLE,max_time_diff_AVAILABLE,max_time_diff_OTW_DROPOFF,max_time_diff_OTW_PICKUP,max_time_diff_UNAVAILABLE,total_time_diff_AVAILABLE,total_time_diff_OTW_DROPOFF,total_time_diff_OTW_PICKUP,total_time_diff_UNAVAILABLE,avg_velocity_AVAILABLE,avg_velocity_OTW_DROPOFF,avg_velocity_OTW_PICKUP,avg_velocity_UNAVAILABLE,is_weekend_AVAILABLE,is_weekend_OTW_DROPOFF,is_weekend_OTW_PICKUP,is_weekend_UNAVAILABLE,is_business_hour_AVAILABLE,is_business_hour_OTW_DROPOFF,is_business_hour_OTW_PICKUP,is_business_hour_UNAVAILABLE,min_date_cos_AVAILABLE,min_date_cos_OTW_DROPOFF,min_date_cos_OTW_PICKUP,min_date_cos_UNAVAILABLE,min_date_sin_AVAILABLE,min_date_sin_OTW_DROPOFF,min_date_sin_OTW_PICKUP,min_date_sin_UNAVAILABLE,start_hour_cos_AVAILABLE,start_hour_cos_OTW_DROPOFF,start_hour_cos_OTW_PICKUP,start_hour_cos_UNAVAILABLE,start_hour_sin_AVAILABLE,start_hour_sin_OTW_DROPOFF,start_hour_sin_OTW_PICKUP,start_hour_sin_UNAVAILABLE,end_hour_cos_AVAILABLE,end_hour_cos_OTW_DROPOFF,end_hour_cos_OTW_PICKUP,end_hour_cos_UNAVAILABLE,end_hour_sin_AVAILABLE,end_hour_sin_OTW_DROPOFF,end_hour_sin_OTW_PICKUP,end_hour_sin_UNAVAILABLE,min_acc_AVAILABLE,min_acc_OTW_DROPOFF,min_acc_OTW_PICKUP,min_acc_UNAVAILABLE,max_acc_AVAILABLE,max_acc_OTW_DROPOFF,max_acc_OTW_PICKUP,max_acc_UNAVAILABLE,mean_acc_AVAILABLE,mean_acc_OTW_DROPOFF,mean_acc_OTW_PICKUP,mean_acc_UNAVAILABLE,median_acc_AVAILABLE,median_acc_OTW_DROPOFF,median_acc_OTW_PICKUP,median_acc_UNAVAILABLE,service_type_is_na,label_is_na,min_day_of_week_AVAILABLE_is_na,min_day_of_week_OTW_DROPOFF_is_na,min_day_of_week_OTW_PICKUP_is_na,min_day_of_week_UNAVAILABLE_is_na,days_diff_AVAILABLE_is_na,days_diff_OTW_DROPOFF_is_na,days_diff_OTW_PICKUP_is_na,days_diff_UNAVAILABLE_is_na,max_distance_AVAILABLE_is_na,max_distance_OTW_DROPOFF_is_na,max_distance_OTW_PICKUP_is_na,max_distance_UNAVAILABLE_is_na,avg_velocity_AVAILABLE_is_na,avg_velocity_UNAVAILABLE_is_na,service_type_GO_RIDE,days_diff_AVAILABLE_1.0,days_diff_AVAILABLE_1,days_diff_OTW_DROPOFF_1.0,days_diff_OTW_DROPOFF_1,days_diff_OTW_PICKUP_1.0,days_diff_OTW_PICKUP_1,days_diff_UNAVAILABLE_1.0,days_diff_UNAVAILABLE_1
1,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.577225524104295,0.19806809353749563,0.039422906603426434,0.0,1.7630542710681392,1.5887026428893427,0.21701915734207536,0.0,1182.0,32.0,39.0,0.0,1869.0,500.0,660.0,0.0,3.3959311802275556,11.438659028803269,1.183740858229502,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9009688679024191,-0.9009688679024191,-0.9009688679024191,0.0,-0.433883739117558,-0.433883739117558,-0.433883739117558,0.0,-0.8660254037844388,-0.8660254037844388,-0.8660254037844388,0.0,-0.4999999999999997,-0.4999999999999997,-0.4999999999999997,0.0,-0.8660254037844388,-0.8660254037844388,-0.8660254037844388,0.0,-0.4999999999999997,-0.4999999999999997,-0.4999999999999997,0.0,0.1,4.0,0.1,0.0,29.0,100.0,90.222,0.0,16.433017857142858,33.481720930232555,6.985053571428572,0.0,22.1845,29.646,0.1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,False,False,True
1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5181931659176041,0.1323388858994306,1.136797272351489,0.0,2.236158875036676,0.722917774388922,1.136797272351489,10.0,60.0,22.0,1951.0,290.0,969.0,650.0,1951.0,0.0,8.307710990848332,4.003852288923261,2.097626950520431,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,0.9749279121818236,0.9749279121818236,0.9749279121818236,0.9749279121818236,-0.7071067811865475,-0.8660254037844387,-0.7071067811865475,-0.7071067811865475,0.7071067811865476,0.49999999999999994,0.7071067811865476,0.7071067811865476,-0.7071067811865475,-0.8660254037844387,-0.8660254037844387,-0.8660254037844387,0.7071067811865476,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
1,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1,1.9423813536328522,0.8443062003863647,0.8060067617816717,0.0,4.162883156125244,2.568984692942427,1.3137087432444923,0.0,1413.0,98.0,61.0,0.0,2582.0,1081.0,300.0,0.0,5.804174811018932,8.55536067954925,15.764504918933907,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9009688679024191,-0.9009688679024191,-0.9009688679024191,0.0,-0.433883739117558,-0.433883739117558,-0.433883739117558,0.0,-0.25881904510252063,-0.25881904510252063,-0.25881904510252063,0.0,-0.9659258262890683,-0.9659258262890683,-0.9659258262890683,0.0,-0.25881904510252063,-0.25881904510252063,-0.25881904510252063,0.0,-0.9659258262890683,-0.9659258262890683,-0.9659258262890683,0.0,0.01,23.958,27.527,0.0,70.354,37.074,1014.0,0.0,13.930009345794392,29.81120987654321,205.52174999999997,0.0,0.01,30.962,149.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,False,False,True
0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.12955091521117387,0.702230917104838,0.0543925733374678,0.0,0.12955091521117387,3.100799224515963,0.3822904803785666,0.0,964.0,630.0,17.0,0.0,1404.0,1330.0,340.0,0.0,0.33218183387480477,8.39314075808832,4.047781556949529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9009688679024191,-0.9009688679024191,-0.9009688679024191,-0.9009688679024191,-0.433883739117558,-0.433883739117558,-0.433883739117558,-0.433883739117558,0.2588190451025203,0.2588190451025203,0.2588190451025203,0.2588190451025203,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,0.2588190451025203,0.2588190451025203,0.2588190451025203,0.2588190451025203,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,3.0,12.136,3.0,100.0,100.0,315.666,71.357,100.0,6.0875,68.00069387755103,29.677823529411768,100.0,3.0,45.455,23.605,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False
0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1,5.305321331310583,0.31286981517697215,0.5567285270231785,0.0,7.6651985941097855,7.583937968056766,1.3072650302672175,0.0,2017.0,11.0,200.0,0.0,2457.0,1761.0,831.0,0.0,11.23106021114987,15.503791416811106,5.663242008377838,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9009688679024191,-0.9009688679024191,-0.9009688679024191,0.0,-0.433883739117558,-0.433883739117558,-0.433883739117558,0.0,-0.8660254037844388,-0.8660254037844388,-0.8660254037844388,0.0,-0.4999999999999997,-0.4999999999999997,-0.4999999999999997,0.0,-0.7071067811865479,-0.7071067811865479,-0.8660254037844388,0.0,-0.7071067811865471,-0.7071067811865471,-0.4999999999999997,0.0,3.101,3.0,3.644,0.0,228.0,96.0,228.0,0.0,20.145347826086958,13.08238418079096,29.509754098360656,0.0,6.627,9.0,14.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,True
1,2.0,0.0,2.0,2.0,0.0,1,0.0,0.0,0.7418100576652489,0.0,0.0,0.0,0.7418100576652489,0.0,0.0,0.0,54.0,0.0,11.0,0.0,1171.0,0.0,11.0,0.0,2.2805433028137454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.22252093395631434,0.0,-0.22252093395631434,-0.22252093395631434,0.9749279121818236,0.0,0.9749279121818236,0.9749279121818236,-0.7071067811865475,0.0,-0.7071067811865475,-0.7071067811865475,0.7071067811865476,0.0,0.7071067811865476,0.7071067811865476,-0.7071067811865475,0.0,-0.7071067811865475,-0.7071067811865475,0.7071067811865476,0.0,0.7071067811865476,0.7071067811865476,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,False,False,False,False,True,False,False,False,False
0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3144326724925244,0.1340506874090192,0.10292360352889161,0.0,3.324343885457274,2.9891284494694315,0.41167922054641415,0.0,1284.0,19.0,14.0,0.0,2025.0,800.0,449.0,0.0,5.9099446852573765,13.451078022612442,3.3007688061627865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,0.9749279121818236,0.9749279121818236,0.9749279121818236,0.9749279121818236,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,4.045,4.306,4.306,7.719,17.0,13.0,16.665,7.719,7.99341095890411,7.54006329113924,6.566065217391304,7.719,7.719,7.0,6.066,7.719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False
1,2.0,0.0,2.0,2.0,0.0,1,0.0,0.0,4.649176662370837,0.0,0.0,0.0,4.649176662370837,0.0,0.0,0.0,19.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,341.5721629496942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.22252093395631434,0.0,-0.22252093395631434,-0.22252093395631434,0.9749279121818236,0.0,0.9749279121818236,0.9749279121818236,-1.0,0.0,-1.0,-1.0,1.2246467991473532e-16,0.0,1.2246467991473532e-16,1.2246467991473532e-16,-1.0,0.0,-1.0,-1.0,1.2246467991473532e-16,0.0,1.2246467991473532e-16,1.2246467991473532e-16,0.1,0.0,0.1,0.1,16.377,0.0,0.1,0.1,3.3553999999999995,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,False,False,False,False,True,False,False,False,False
0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.347734027365621,0.15010968429070243,5.0274372016949265,0.0,6.492795200863022,8.234481429588506,5.323182768144669,0.0,1787.0,13.0,1906.0,0.0,2605.0,1662.0,2006.0,0.0,8.972768799657153,17.83642186914478,9.553069773340383,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.2225209339563146,-0.2225209339563146,-0.2225209339563146,-0.2225209339563146,-0.9749279121818236,-0.9749279121818236,-0.9749279121818236,-0.9749279121818236,-0.25881904510252063,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-0.9659258262890683,-1.0,-1.0,-1.0,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.0,-1.0,-1.0,-1.0,3.0,3.0,4.324,5.607,53.0,13.318,23.463,5.607,6.534234567901235,5.355676646706587,9.087166666666667,5.607,4.492,4.476,8.0,5.607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6338541244834026,0.17107697864456445,0.10929946044590971,0.0,4.415733487179338,5.271010799415199,0.693858472201766,0.0,1355.0,19.0,10.0,0.0,1945.0,990.0,330.0,0.0,8.173079976270241,19.167311997873455,7.569365151291993,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,-0.9659258262890682,-0.8660254037844387,0.0,0.49999999999999994,0.258819045102521,0.49999999999999994,0.0,-0.9659258262890682,-0.9659258262890682,-0.9659258262890682,0.0,0.258819045102521,0.258819045102521,0.258819045102521,0.0,3.9,3.0,3.407,0.0,1200.0,65.273,1200.0,0.0,391.5542786885246,5.75539175257732,147.90405882352943,0.0,19.296,4.286,6.4375,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,True
1,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.1310795324932656,0.0,0.1045582063113755,1.1094767791428968,2.208212173704726,0.0,0.8247975541469371,1.87652196164732,134.0,0.0,19.0,240.0,509.0,0.0,312.0,355.0,15.6180035861238,0.0,9.516894855541583,19.029518484310852,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.900968867902419,-0.900968867902419,-0.900968867902419,-0.900968867902419,0.43388373911755823,0.43388373911755823,0.43388373911755823,0.43388373911755823,-0.8660254037844387,-0.8660254037844387,-0.8660254037844387,-0.8660254037844387,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,-0.8660254037844387,-0.8660254037844387,-0.8660254037844387,-0.8660254037844387,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.01,3.0,3.0,0.01,10.155,3.0,7.57,6.312,2.8307692307692305,3.0,4.6083437499999995,3.548666666666667,3.0625,3.0,4.08,4.324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.016323095593845434,0.0,0.056779892080496205,0.0,0.01872332344067028,0.0,0.523960547889808,0.0,10.0,0.0,11.0,0.0,90.0,0.0,371.0,0.0,0.7489329376268112,0.0,5.084253294887624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.0,-0.4999999999999998,-0.4999999999999998,0.8660254037844387,0.0,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.0,-0.4999999999999998,-0.4999999999999998,0.8660254037844387,0.0,0.8660254037844387,0.8660254037844387,4.839,0.0,3.0,3.0,6.114,0.0,9.426,3.0,5.5276000000000005,0.0,5.765894736842105,3.0,5.654,0.0,5.615,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,True,False,False,False,True,False,False,False,False
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047679325773924176,0.05355971242432207,1.0128588673000245,0.0,0.12944233519321038,0.31624442096027416,2.549981085352494,0.0,1622.0,50.0,1263.0,0.0,1791.0,730.0,1823.0,0.0,0.26018559837831234,1.55956152802327,5.0356181608716275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2588190451025203,0.2588190451025203,0.2588190451025203,0.2588190451025203,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,0.2588190451025203,0.2588190451025203,0.2588190451025203,0.2588190451025203,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,2.78,1.99,2.1,3.9,35.642,31.786,64.1,3.9,12.576799999999999,6.235869565217391,13.269941176470589,3.9,4.0,3.9,4.7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,False,False,False
1,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.08166768064976684,0.4939200760002263,0.07365675337455853,0.4029562772889848,0.6767064276156416,2.133584952796936,0.4376118278760857,0.40657089095937854,669.0,1332.0,224.0,902.0,1083.0,1772.0,1074.0,965.0,2.2494396485838504,4.334596969564881,1.4668552889701199,1.5167411476204795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9009688679024191,-0.9009688679024191,-0.9009688679024191,-0.9009688679024191,-0.433883739117558,-0.433883739117558,-0.433883739117558,-0.433883739117558,-0.25881904510252063,-0.25881904510252063,-0.25881904510252063,-0.25881904510252063,0.9659258262890683,0.9659258262890683,0.9659258262890683,0.9659258262890683,-0.4999999999999998,-0.4999999999999998,-0.4999999999999998,-0.4999999999999998,0.8660254037844387,0.8660254037844387,0.8660254037844387,0.8660254037844387,3.0,3.0,3.0,3.0,29.469,4.476,25.021,4.218,6.618064516129032,3.5173478260869566,3.856275862068965,3.406,3.9,3.4905,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,3.083099957778595,0.4789325140304552,0.07371030409754474,0.0,3.0852648640832987,7.76735941916341,1.1860711803068045,0.0,2208.0,485.0,13.0,0.0,2240.0,2796.0,430.0,0.0,4.9584613887053015,10.000891956004391,9.929898253731386,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6234898018587336,0.6234898018587336,0.6234898018587336,0.0,0.7818314824680298,0.7818314824680298,0.7818314824680298,0.0,-0.5000000000000004,-0.7071067811865479,-0.5000000000000004,0.0,-0.8660254037844384,-0.7071067811865471,-0.8660254037844384,0.0,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,0.0,-0.8660254037844384,-0.8660254037844384,-0.8660254037844384,0.0,3.0,3.0,3.0,0.0,3.0,3.9,3.9,0.0,3.0,3.32817316017316,3.280227272727273,0.0,3.0,3.083,3.0725,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,True
1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5885553242031745,1.5920807302929665,0.020462518451376546,1.5881841588247052,1.5885553242031745,2.5027199061593874,0.06981388609927613,1.5881841588247052,383.0,1054.0,10.0,360.0,403.0,1884.0,630.0,360.0,14.190568652931583,4.782267336610295,0.3989364919958636,15.88184158824705,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,0.9749279121818236,0.9749279121818236,0.9749279121818236,0.9749279121818236,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.8660254037844384,-0.8660254037844384,-0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.25881904510252063,-0.25881904510252063,-0.5000000000000004,-0.8660254037844384,-0.9659258262890683,-0.9659258262890683,-0.8660254037844384,0.5,3.0,0.5,0.5,11.381,25.183,29.415,8.471,3.22025,12.521046511627906,17.564359375,4.4855,0.5,12.870000000000001,20.127499999999998,4.4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1,1.1867762107971185,0.1604536445138954,0.028388417998373532,0.0,2.9060247113175546,1.4252850658477259,0.1270496461359587,0.0,788.0,10.0,10.0,0.0,1948.0,320.0,440.0,0.0,5.370476879231621,16.034456990786918,1.0394971047487531,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6234898018587334,0.6234898018587334,0.6234898018587334,0.0,-0.7818314824680299,-0.7818314824680299,-0.7818314824680299,0.0,0.5000000000000001,0.7071067811865474,0.5000000000000001,0.0,-0.8660254037844386,-0.7071067811865477,-0.8660254037844386,0.0,0.7071067811865474,0.7071067811865474,0.7071067811865474,0.0,-0.7071067811865477,-0.7071067811865477,-0.7071067811865477,0.0,3.0,3.523,3.0,0.0,34.923,27.789,26.495,0.0,10.85435593220339,8.775363636363636,4.870977777777777,0.0,3.9,3.9,3.9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,True
0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5144466302027936,0.22569879936363885,1.479848391596932,0.0,1.815168040614934,0.6278801473161829,1.620547549724751,0.0,886.0,64.0,993.0,0.0,1703.0,649.0,1476.0,0.0,3.8371138850345057,3.4828482747893044,3.952554999328661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,0.9749279121818236,0.9749279121818236,0.9749279121818236,0.9749279121818236,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.0,-1.0,-1.0,-1.0,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.0,-1.0,-1.0,-1.0,6.277,13.653,8.332,19.185,30.065,31.178,43.993,19.185,16.496753846153847,22.97767441860465,22.643914893617023,19.185,17.627,21.093,20.629,19.185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False
0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.038645180362884064,0.1463000897298589,0.13986718591702182,0.0,0.17449314481610764,1.258605636284607,0.3572720212868296,0.0,37.0,11.0,10.0,0.0,580.0,260.0,240.0,0.0,1.0830608988585992,17.42684727163302,5.3590803193024446,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9009688679024191,-0.9009688679024191,-0.9009688679024191,0.0,-0.433883739117558,-0.433883739117558,-0.433883739117558,0.0,-0.25881904510252063,-0.25881904510252063,-0.25881904510252063,0.0,-0.9659258262890683,-0.9659258262890683,-0.9659258262890683,0.0,-0.25881904510252063,-0.25881904510252063,-0.25881904510252063,0.0,-0.9659258262890683,-0.9659258262890683,-0.9659258262890683,0.0,3.0,3.586,3.0,0.0,42.025,3.9,24.605,0.0,7.31589090909091,3.8883703703703705,4.59636,0.0,3.9,3.9,3.9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,True
0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.08937020635674182,0.11083519883014706,0.0590315614899849,0.0,1.6441403138592068,3.393674097216121,0.7834358042705938,0.0,22.0,11.0,16.0,0.0,548.0,930.0,420.0,0.0,10.800921769878,13.13680295696563,6.715164036605089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,0.9749279121818236,0.9749279121818236,0.9749279121818236,0.9749279121818236,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.0,-1.0,-1.0,-1.0,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0,3.9,3.9,3.9,3.0,3.4614814814814814,3.375106382978723,3.2306511627906978,3.0,3.598,3.146,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.09330042412471402,0.18765846086909976,0.0,0.0,1.4108868031831134,0.1961774191893835,0.0,62.0,11.0,34.0,0.0,572.0,350.0,264.0,0.0,0.0,14.51197854702631,2.675146625309775,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.2225209339563146,-0.2225209339563146,-0.2225209339563146,0.0,-0.9749279121818236,-0.9749279121818236,-0.9749279121818236,0.0,-1.0,-0.9659258262890683,-1.0,0.0,1.2246467991473532e-16,-0.2588190451025208,1.2246467991473532e-16,0.0,-1.0,-0.9659258262890683,-0.9659258262890683,0.0,1.2246467991473532e-16,-0.2588190451025208,-0.2588190451025208,0.0,0.01,3.0,0.01,0.0,0.01,7.585,5.597,0.0,0.01,4.272555555555556,0.642913043478261,0.0,0.01,4.551,0.01,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,True
1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6601369081962272,0.7422781738254177,0.7815412232523258,0.0,3.347076948192079,4.431737227964917,2.886953445606679,0.0,2346.0,407.0,1869.0,0.0,2677.0,2197.0,2739.0,0.0,4.501112070785015,7.261836149601138,3.79446236005259,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,0.9749279121818236,0.9749279121818236,0.9749279121818236,0.9749279121818236,-0.8660254037844387,-0.8660254037844387,-0.8660254037844387,-0.8660254037844387,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,-0.9659258262890682,-0.9659258262890682,-0.9659258262890682,-0.8660254037844387,0.258819045102521,0.258819045102521,0.258819045102521,0.49999999999999994,3.0,3.0,3.0,1100.0,1100.0,34.499,50.022,1100.0,37.038628571428575,10.9696,11.241379310344827,1100.0,5.0,8.0,7.168,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,False,False,False
1,6.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6234898018587334,0.0,0.0,0.0,-0.7818314824680299,0.0,0.0,0.0,-0.5000000000000004,0.0,0.0,0.0,-0.8660254037844384,0.0,0.0,0.0,-0.5000000000000004,0.0,0.0,0.0,-0.8660254037844384,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,False,False,False,False,True,False,True,False,True
1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.35940934315917455,0.07732541809646483,0.08020174993107834,0.0,2.3290429130325134,0.7239692029497465,0.4743883611698636,0.0,1244.0,37.0,14.0,0.0,2415.0,770.0,451.0,0.0,3.471865211973933,3.3847910787260878,3.7866920182073374,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6234898018587336,0.6234898018587336,0.6234898018587336,0.0,0.7818314824680298,0.7818314824680298,0.7818314824680298,0.0,-0.8660254037844387,-0.8660254037844387,-0.8660254037844387,0.0,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.0,-0.8660254037844387,-0.8660254037844387,-0.8660254037844387,0.0,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.0,0.01,3.0,0.01,0.0,10.0,10.198,47.025,0.0,2.947940677966102,6.090630136986301,6.247326086956522,0.0,1.505,5.95,5.9879999999999995,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,False,False,True
